,RECHARGE_VALUE,MIN_RECHARGE_AVG,P2_MADE_CALLS_DURATION,P2_PERC_DAYS_SOCIAL_NETWORK_OTT,PERC_SOCIAL_NETWORK_SESSIONS_IN_P1,PERC_INTERNET_SESSIONS_IN_P1,PERC_RECEIVED_CALLS_DURATION_IN_P2,PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL,P23_PERC_DAYS_MADE_CALLS_OTT,WEEKDAY_PERC_INTERNET_MB,WEEKEND_HOLYDAY_PERC_SOCIAL_NETWORK_SESSIONS,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,AGE_TYPE
253,200.0,50.0,21.0,0.0,0.0,0.0,40.0,16.0,42.86,0.0,0.0,0.0,10
254,420.0,42.5,422.0,0.0,0.0,0.0,53.0,4.0,89.23,0.0,0.0,0.0,9
255,360.0,32.5,24.0,98.73,15.0,16.0,41.0,15.0,7.23,15.28,23.77,1.87,3
256,50.0,50.0,7.0,0.0,0.0,0.0,28.0,24.0,20.0,0.0,0.0,0.0,9
257,50.0,25.0,163.0,0.0,0.0,0.0,59.0,3.0,28.57,0.0,0.0,0.0,4
258,400.0,100.0,129.0,40.63,12.0,14.0,52.0,3.0,56.94,51.27,14.05,0.12,10
259,280.0,30.0,88.0,29.63,0.0,0.0,46.0,7.0,65.79,68.98,18.8,0.01,5
260,100.0,100.0,0.0,83.33,10.0,12.0,0.0,25.0,36.0,64.58,20.98,0.05,3
261,500.0,50.0,68.0,96.0,11.0,10.0,26.0,25.0,37.5,11.18,27.16,0.1,3
262,280.0,35.0,109.0,70.83,27.0,25.0,36.0,9.0,50.0,3.19,24.16,0.11,3
263,850.0,50.0,204.0,90.8,21.0,21.0,43.0,4.0,89.66,10.03,24.16,0.57,6
264,565.719417546219,48.307970610698796,13.0,100.0,32.0,28.0,19.0,28.0,0.0,83.82,16.53,0.0,3
265,60.0,20.0,18.0,100.0,23.0,22.0,63.0,8.0,1.45,3.63,17.19,0.13,4
266,400.0,100.0,75.0,30.14,15.0,11.0,38.0,14.0,82.5,100.0,13.56,0.0,5
267,120.0,35.0,233.0,98.33,11.0,11.0,59.0,2.0,13.33,55.32,20.62,0.0,7
268,20.0,10.0,59.0,100.0,15.0,14.0,28.0,3.0,0.0,58.74,16.29,0.01,9
269,50.0,20.0,6.0,33.33,0.0,0.0,38.0,16.0,16.67,15.55,16.67,0.0,3
270,200.0,100.0,7.0,100.0,14.0,14.0,47.0,10.0,38.1,81.0,15.15,0.04,5
271,360.0,45.0,61.0,76.47,11.0,11.0,57.0,7.0,27.91,12.2,31.8,0.0,3
272,610.0,13.33,91.0,100.0,7.0,7.0,36.0,7.0,19.77,70.61,20.88,0.04,3
273,30.0,30.0,2.0,33.33,22.0,20.0,30.0,6.0,0.0,83.66,0.0,0.0,2
274,100.0,50.0,46.0,12.5,33.0,33.0,33.0,12.0,8.33,25.11,16.67,0.0,7
275,350.0,75.0,101.0,100.0,23.0,22.0,50.0,9.0,9.52,95.62,14.83,0.01,10
276,-68.8083135783598,80.7113669600282,30.0,0.0,0.0,0.0,47.0,12.0,0.0,0.0,0.0,0.0,2
277,200.0,50.0,39.0,91.18,30.0,31.0,47.0,8.0,19.44,21.89,23.33,0.0,6
278,600.0,200.0,73.0,85.71,5.0,5.0,43.0,6.0,23.53,67.18,25.53,0.02,9
279,400.0,100.0,460.0,44.29,22.0,25.0,28.0,9.0,81.82,15.31,42.08,0.0,7
280,520.0,32.5,322.0,98.55,17.0,17.0,30.0,10.0,42.11,6.3,22.26,0.22,4
281,370.0,35.0,1885.0,90.48,22.0,24.0,53.0,4.0,61.9,21.26,24.89,0.18,6
282,510.0,62.0,63.0,98.73,7.0,6.0,48.0,11.0,28.57,50.73,23.78,0.06,4
283,300.0,40.0,61.0,100.0,26.0,20.0,51.0,8.0,3.45,76.59,11.96,0.03,10
284,150.0,10.0,241.0,100.0,24.0,23.0,44.0,5.0,2.44,9.9,11.39,0.26,5
285,480.0,50.0,27.0,100.0,21.0,23.0,20.0,8.0,13.79,49.12,21.94,0.25,4
286,540.0,46.67,802.0,85.37,16.0,16.0,45.0,4.0,82.76,57.56,24.68,0.02,8
287,540.0,60.0,472.0,97.67,15.0,15.0,49.0,6.0,74.71,12.97,27.74,0.5,5
288,580.0,20.0,179.0,53.49,15.0,15.0,37.0,13.0,79.25,87.63,24.49,0.0,8
289,600.0,50.0,377.0,100.0,18.0,19.0,53.0,4.0,72.09,46.66,30.23,0.06,10
290,569.4766344696051,15.2396867037982,19.0,100.0,13.0,13.0,34.0,9.0,0.0,95.54,15.93,0.0,3
291,100.0,100.0,10.0,95.24,0.0,0.0,50.0,6.0,29.17,19.89,23.49,0.15,2
292,300.0,100.0,75.0,92.11,29.0,30.0,33.0,12.0,27.71,26.99,21.55,0.15,6
293,350.0,26.67,216.0,94.59,15.0,16.0,34.0,9.0,29.87,40.77,21.39,0.51,4
294,318.464628352289,37.017517251754896,290.402345625282,31.935548064967197,0.0,0.0,0.0,0.0,39.198088910235796,0.0,1.49875024867084,-0.226774560999768,4
295,350.0,75.0,201.0,43.33,11.0,9.0,35.0,7.0,55.36,61.14,21.31,0.09,6
296,560.0,40.0,65.0,98.73,17.0,16.0,48.0,9.0,23.17,46.68,12.25,0.36,9
297,450.0,50.0,145.0,100.0,26.0,24.0,56.0,3.0,24.0,6.46,22.4,0.22,9
298,450.0,50.0,77.0,75.0,29.0,28.0,13.0,24.0,43.94,10.32,29.22,0.03,2
299,200.0,50.0,32.0,91.8,6.0,6.0,28.0,14.0,44.12,43.89,28.79,0.01,3
300,300.0,100.0,188.0,54.84,5.0,6.0,34.0,6.0,71.83,22.73,24.26,0.01,3
301,550.0,50.0,310.0,92.21,8.0,11.0,48.0,4.0,71.6,9.91,20.71,0.03,7
302,570.0,14.55,895.0,82.76,8.0,8.0,44.0,3.0,32.47,40.33,22.65,0.66,8
303,170.0,17.5,111.0,100.0,16.0,19.0,49.0,8.0,6.98,48.97,25.91,0.01,6
304,80.0,20.0,230.0,80.0,14.0,11.0,28.0,3.0,42.86,86.28,19.05,0.0,3
305,470.0,22.5,337.0,90.48,22.0,22.0,39.0,8.0,76.47,23.78,22.28,1.59,8
306,400.0,50.0,185.0,96.1,21.0,21.0,60.0,3.0,75.95,70.96,25.0,1.37,8
307,400.0,100.0,2193.0,100.0,21.0,18.0,51.0,1.0,86.21,21.8,20.51,0.14,3
308,240.0,30.0,11.0,57.69,18.0,17.0,69.0,6.0,55.26,31.79,22.4,0.16,4
309,400.0,100.0,155.0,23.91,13.0,14.0,32.0,2.0,84.72,10.32,27.12,1.55,3
310,220.0,10.0,75.0,100.0,22.0,20.0,53.0,5.0,1.15,43.06,12.24,0.28,6
311,681.765013966802,68.03679014055601,6.0,100.0,41.0,41.0,41.0,12.0,0.0,0.0,16.67,0.0,9
312,-403.133801209803,2.36061958808796,38.0,0.0,0.0,0.0,51.0,8.0,0.0,0.0,0.0,0.0,5
313,550.0,100.0,17.0,91.38,15.0,14.0,43.0,8.0,31.08,35.37,29.18,0.14,4
314,400.0,100.0,37.0,100.0,16.0,12.0,58.0,4.0,13.95,74.06,12.52,0.09,7
315,500.0,38.0,300.0,96.43,18.0,20.0,49.0,8.0,73.81,10.61,21.3,0.46,3
316,330.0,40.0,229.0,87.72,20.0,21.0,46.0,4.0,29.31,11.39,19.03,0.03,10
317,580.0,20.0,118.0,0.0,0.0,0.0,38.0,5.0,40.0,0.0,0.0,0.0,9
318,50.0,50.0,586.0,81.08,14.0,17.0,40.0,5.0,58.97,23.53,19.61,0.02,3
319,150.0,50.0,185.0,68.42,23.0,24.0,28.0,4.0,71.43,20.56,28.75,0.04,7
320,260.0,30.0,145.0,100.0,4.0,4.0,53.0,1.0,92.86,64.02,21.05,0.0,3
321,500.0,100.0,2335.0,100.0,4.0,4.0,58.0,1.0,89.66,26.06,26.53,0.22,6
322,70.0,20.0,10.547484228093,24.682997096199397,0.0,0.0,0.0,0.0,44.18078656923039,0.0,13.0888507335228,-0.37067570736025296,10
323,600.0,50.0,792.0,11.43,16.0,15.0,44.0,3.0,86.84,100.0,16.0,0.0,4
324,400.0,50.0,68.0,100.0,15.0,17.0,47.0,2.0,3.45,5.73,31.31,0.27,4
325,590.0,31.67,92.0,0.0,0.0,0.0,43.0,10.0,37.5,0.0,0.0,0.0,9
326,300.0,100.0,36.0,86.21,16.0,16.0,60.0,9.0,38.46,22.18,25.75,0.14,5
327,710.0,25.56,1641.0,100.0,23.0,22.0,39.0,3.0,86.21,29.92,14.89,0.24,7
328,500.0,100.0,101.0,100.0,28.0,25.0,66.0,5.0,26.53,40.13,27.84,0.0,3
329,140.0,16.67,382.0,8.33,0.0,0.0,33.0,7.0,57.89,9.66,16.67,0.0,6
330,36.8343478506435,-5.3377200739434905,19.0,100.0,21.0,21.0,34.0,4.0,0.0,100.0,16.67,0.0,3
331,400.0,100.0,92.0,97.59,25.0,25.0,37.0,8.0,32.53,69.25,14.8,0.25,9
332,250.0,50.0,48.0,84.62,16.0,17.0,17.0,16.0,37.84,19.35,22.8,0.36,6
333,260.0,36.67,92.0,92.5,21.0,20.0,48.0,6.0,39.53,33.02,18.1,0.04,6
334,50.0,10.0,6.0,0.0,0.0,0.0,33.0,11.0,57.14,0.0,0.0,-0.705084464660016,6
335,-223.905557209352,22.9721904597009,5.0,0.0,0.0,0.0,45.0,9.0,0.0,0.0,0.0,-1.12276285991693,8
336,10.0,10.0,58.0,100.0,16.0,12.0,41.0,5.0,0.0,71.2,13.29,0.0,8
337,1050.0,46.25,199.0,100.0,16.0,16.0,28.0,6.0,49.43,9.94,26.35,0.92,2
338,200.0,50.0,200.0,17.24,15.0,11.0,39.0,15.0,31.43,100.0,15.79,0.0,10
339,300.0,100.0,116.0,57.14,19.0,20.0,55.0,6.0,83.78,92.45,35.04,0.0,7
340,560.0,30.0,156.0,97.62,19.0,19.0,48.0,12.0,51.76,7.08,26.15,0.78,5
341,440.0,21.82,118.0,0.0,0.0,0.0,31.0,3.0,72.0,0.0,0.0,0.0,10
342,150.0,10.0,37.0,7.89,11.0,10.0,47.0,11.0,62.75,64.2,14.63,0.0,4
343,270.0,20.0,112.0,15.22,0.0,0.0,43.0,9.0,50.82,100.0,15.63,0.0,4
344,120.0,60.0,31.0,91.67,13.0,13.0,57.0,5.0,11.11,25.93,26.73,0.07,3
345,90.0,20.0,37.0,100.0,23.0,23.0,8.0,8.0,3.66,5.25,18.1,0.11,3
346,200.0,50.0,7.0,100.0,20.0,20.0,44.0,4.0,39.68,7.63,23.74,3.21,6
347,220.0,20.0,33.0,98.68,16.0,16.0,43.0,7.0,42.17,13.79,20.95,0.06,3
348,120.0,20.0,118.0,100.0,26.0,21.0,29.0,4.0,8.16,17.44,23.01,0.24,3
349,600.0,100.0,328.0,100.0,17.0,16.0,54.0,6.0,83.53,9.78,24.66,0.16,3
350,400.0,50.0,32.0,87.5,21.0,19.0,39.0,13.0,29.23,50.8,26.21,1.84,3
351,400.0,100.0,88.0,69.44,16.0,18.0,47.0,6.0,64.56,30.22,21.98,0.01,7
352,170.0,30.0,14.0,96.0,13.0,12.0,11.0,25.0,12.5,43.88,28.95,0.01,7
353,60.0,20.0,4.0,37.5,12.0,12.0,30.0,42.0,14.29,48.87,16.67,0.0,2
354,540.0,32.86,266.0,78.85,5.0,5.0,34.0,7.0,45.16,24.43,21.74,0.16,2
355,370.0,35.0,342.0,76.06,9.0,9.0,42.0,8.0,32.1,3.21,19.16,0.07,5
356,150.0,50.0,34.0,100.0,9.0,9.0,40.0,14.0,44.44,14.79,26.87,0.38,3
357,60.0,30.0,9.0,0.0,0.0,0.0,25.0,13.0,100.0,0.0,0.0,0.0,9
358,100.0,50.0,131.0,85.19,19.0,18.0,39.0,7.0,25.0,16.95,34.55,0.11,3
359,300.0,35.0,1122.0,0.0,0.0,0.0,50.0,2.0,84.38,0.0,0.0,0.0,7
360,110.0,30.0,3.0,97.62,6.0,6.0,44.0,5.0,6.9,61.19,18.98,0.08,6
361,227.95587162412602,30.853096808664304,125.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,5
362,300.0,100.0,145.0,97.65,15.0,16.0,47.0,8.0,26.74,70.06,22.26,0.04,7
363,940.0,36.25,69.0,91.03,15.0,12.0,32.0,14.0,26.74,70.94,14.05,0.12,5
364,430.0,50.0,217.0,74.14,16.0,15.0,21.0,8.0,56.41,32.56,24.44,0.47,2
365,250.0,50.0,101.0,81.25,4.0,4.0,48.0,11.0,55.81,50.35,25.0,0.1,2
366,430.0,30.0,258.0,3.39,0.0,0.0,33.0,7.0,59.21,0.0,16.67,0.0,9
367,590.0,42.5,119.0,84.0,12.0,13.0,54.0,10.0,57.32,6.2,24.17,0.46,4
368,350.0,75.0,112.0,89.66,13.0,12.0,15.0,2.0,22.73,18.24,17.61,0.42,3
369,330.0,43.33,124.0,100.0,19.0,19.0,57.0,5.0,5.88,6.98,32.65,0.02,7
370,597.316116747249,10.1062666308085,21.0,66.67,0.0,0.0,48.0,11.0,0.0,0.0,14.93,0.0,5
371,400.0,100.0,15.0,100.0,16.0,16.0,45.0,7.0,0.0,8.49,23.26,0.43,8
372,450.0,75.0,236.0,63.27,8.0,8.0,46.0,5.0,38.89,50.49,19.77,0.03,5
373,690.0,40.0,422.0,66.23,19.0,21.0,22.0,10.0,82.14,11.51,32.84,0.0,4
374,110.0,10.0,400.0,0.0,0.0,0.0,52.0,8.0,15.56,0.0,0.0,0.0,2
375,300.0,100.0,308.0,98.78,26.0,21.0,51.0,7.0,56.63,44.67,28.35,0.02,7
376,100.0,25.0,15.0,96.67,11.0,11.0,40.0,10.0,11.27,67.75,20.42,0.0,4
377,-194.27669859293098,22.8260677009584,0.0,100.0,0.0,0.0,0.0,2.0,0.0,24.06,16.67,0.0,7
378,180.0,30.0,71.0,16.67,8.0,12.0,34.0,9.0,33.33,99.84,16.67,0.0,7
379,300.0,50.0,202.0,33.33,21.0,18.0,54.0,8.0,57.14,96.93,16.0,0.0,8
380,570.0,90.0,422.0,95.24,10.0,11.0,50.0,5.0,80.0,8.63,24.85,0.14,4
381,50.0,20.0,164.0,83.33,7.0,4.0,29.0,8.0,14.29,59.9,20.0,0.0,5
382,180.0,30.0,28.0,88.33,19.0,20.0,28.0,13.0,14.93,4.0,26.71,0.01,5
383,600.0,40.0,32.0,0.0,0.0,0.0,38.0,9.0,65.38,0.0,0.0,0.0,10
384,200.0,10.0,6.0,95.74,20.0,11.0,16.0,18.0,2.0,81.32,10.35,0.09,9
385,-119.793142486725,34.153075015759,4.0,50.0,0.0,0.0,57.0,12.0,0.0,0.0,0.0,0.0,3
386,310.0,20.0,42.0,98.39,18.0,18.0,22.0,4.0,18.46,34.06,21.51,0.1,3
387,500.0,50.0,91.0,84.62,21.0,18.0,26.0,8.0,56.96,5.5,24.01,0.19,4
388,400.0,100.0,84.0,54.0,14.0,14.0,57.0,4.0,56.45,89.77,22.99,0.05,10
389,400.0,50.0,113.0,67.5,19.0,19.0,39.0,8.0,37.25,27.18,11.4,0.23,6
390,100.0,25.0,191.0,54.84,5.0,4.0,47.0,5.0,18.92,28.26,16.36,0.0,5
391,250.0,20.0,156.0,20.0,10.0,10.0,35.0,6.0,61.11,31.88,20.69,0.01,2
392,400.0,100.0,88.0,90.91,12.0,13.0,30.0,13.0,69.05,58.88,29.89,0.06,6
393,300.0,40.0,12.0,20.0,14.0,14.0,24.0,19.0,38.89,5.3,29.41,0.38,2
394,170.0,20.0,104.0,94.12,24.0,23.0,35.0,19.0,16.67,11.61,18.89,0.19,3
395,400.0,100.0,169.0,88.89,8.0,8.0,48.0,9.0,61.18,40.45,22.98,1.63,5
396,378.927328334942,1.4256069335332302,3.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0897732920546365,5
397,350.0,75.0,167.0,100.0,23.0,18.0,46.0,7.0,26.0,76.41,11.15,0.06,8
398,200.0,10.0,69.0,60.0,15.0,15.0,27.0,16.0,60.78,16.86,25.54,0.01,3
399,1400.0,200.0,119.0,92.11,19.0,18.0,65.0,6.0,62.5,21.28,25.19,0.03,10
400,300.0,100.0,41.0,0.0,0.0,0.0,64.0,6.0,40.0,0.0,0.0,0.0,6
401,530.0,36.0,409.0,69.23,14.0,17.0,58.0,3.0,82.72,13.76,25.97,0.04,3
402,20.0,20.0,30.0,0.0,0.0,0.0,69.0,3.0,37.5,0.0,0.0,0.0,9
403,780.0,50.0,59.0,80.77,25.0,25.0,22.0,16.0,68.75,19.35,31.22,0.01,2
404,130.0,10.0,126.0,100.0,17.0,15.0,46.0,7.0,3.95,36.99,12.67,0.69,5
405,100.0,50.0,79.0,0.0,0.0,0.0,25.0,4.0,25.0,0.0,0.0,0.0,6
406,540.0,42.5,366.0,95.24,7.0,8.0,43.0,7.0,84.88,41.66,21.23,0.34,5
407,500.0,50.0,126.0,100.0,23.0,23.0,51.0,4.0,36.78,9.07,22.27,0.19,6
408,400.0,100.0,20.0,95.59,25.0,25.0,45.0,10.0,12.86,95.84,12.27,0.01,10
409,650.0,50.0,71.0,84.51,24.0,25.0,49.0,9.0,33.33,7.46,34.66,0.0,4
410,550.0,50.0,107.0,0.0,0.0,0.0,30.0,12.0,66.13,0.0,0.0,0.0,10
411,790.0,17.06,782.0,0.0,0.0,0.0,44.0,3.0,60.0,0.0,0.0,0.0,8
412,180.0,30.0,421.0,0.0,0.0,0.0,60.0,1.0,66.67,0.0,0.0,0.0,10
413,600.0,50.0,140.0,69.84,29.0,28.0,33.0,8.0,50.0,48.94,12.5,0.24,6
414,400.0,200.0,272.0,0.0,0.0,0.0,53.0,7.0,60.0,0.0,0.0,0.0,10
415,700.0,100.0,385.0,78.48,10.0,10.0,49.0,7.0,80.25,23.18,23.58,0.15,4
416,500.0,50.0,395.0,77.33,19.0,19.0,41.0,4.0,69.14,14.96,21.88,1.27,3
417,400.0,100.0,441.0,97.67,23.0,23.0,49.0,3.0,72.09,43.98,22.61,0.22,8
418,100.0,100.0,9.0,93.75,16.0,9.0,50.0,15.0,7.14,95.24,14.38,0.0,10
419,550.0,100.0,1345.0,96.39,18.0,19.0,40.0,3.0,87.06,8.31,19.65,0.18,9
420,25.814473262656197,46.488424855189706,30.0,100.0,17.0,14.0,42.0,2.0,0.0,0.0,15.79,0.0,6
421,400.0,50.0,130.0,98.85,22.0,20.0,46.0,4.0,48.28,16.2,22.79,0.07,3
422,80.0,20.0,78.0,88.89,12.0,12.0,26.0,13.0,6.67,16.92,24.77,0.0,3
423,100.0,50.0,57.0,74.36,11.0,12.0,62.0,3.0,24.0,86.3,15.83,0.0,8
424,80.0,10.0,72.0,94.74,1.0,1.0,11.0,5.0,0.0,29.1,12.33,0.0,2
425,500.0,66.67,75.0,34.69,12.0,12.0,41.0,9.0,64.71,80.46,23.43,0.14,7
426,190.0,10.0,105.0,0.0,0.0,0.0,40.0,10.0,36.36,0.0,0.0,0.0,5
427,650.0,50.0,279.0,98.75,18.0,18.0,32.0,4.0,62.2,13.82,25.38,0.18,6
428,500.0,50.0,98.0,70.27,15.0,15.0,56.0,5.0,85.53,17.52,22.5,0.59,5
429,400.0,100.0,99.0,100.0,15.0,14.0,36.0,11.0,27.59,54.1,19.78,0.14,3
430,100.0,50.0,8.0,30.0,10.0,7.0,27.0,25.0,30.77,61.05,18.75,0.0,2
431,300.0,100.0,240.0,96.61,20.0,20.0,26.0,7.0,45.21,18.74,22.39,0.0,5
432,310.0,20.0,28.0,73.08,27.0,27.0,51.0,10.0,50.0,5.46,26.4,0.0,4
433,30.0,15.0,12.0,92.31,18.0,20.0,41.0,11.0,3.57,2.67,14.55,0.48,2
434,60.0,10.0,96.0,77.27,21.0,21.0,25.0,10.0,19.23,8.96,19.51,0.07,2
435,400.0,100.0,104.0,97.62,16.0,14.0,52.0,5.0,83.72,45.64,10.86,0.02,6
436,390.0,47.5,264.0,68.83,10.0,11.0,45.0,9.0,74.42,41.05,25.49,0.0,10
437,630.0,45.0,601.0,18.87,19.0,19.0,26.0,3.0,70.67,60.24,22.16,0.09,4
438,100.0,10.0,95.0,100.0,24.0,25.0,43.0,17.0,1.19,6.24,11.54,0.01,7
439,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,3.26107700621679,1.4882815030984802,5
440,350.0,75.0,131.0,78.43,25.0,25.0,48.0,1.0,57.14,7.95,24.14,0.44,4
441,550.0,75.0,109.0,100.0,20.0,21.0,49.0,6.0,65.0,7.88,22.34,0.77,4
442,300.0,100.0,222.0,82.35,20.0,21.0,43.0,5.0,67.5,87.46,16.18,0.05,9
443,400.0,100.0,50.0,97.1,21.0,22.0,30.0,11.0,35.53,7.53,18.2,0.14,3
444,1380.0,48.0,365.0,98.85,21.0,21.0,40.0,2.0,75.86,3.66,24.18,0.23,6
445,500.0,50.0,8.0,97.5,11.0,12.0,47.0,6.0,25.61,34.87,20.64,1.42,4
446,60.0,20.0,15.0,100.0,25.0,24.0,46.0,8.0,0.0,12.09,14.43,0.26,4
447,140.0,10.0,78.0,0.0,0.0,0.0,25.0,7.0,65.22,0.0,0.0,0.0,10
448,600.0,50.0,98.0,92.65,18.0,18.0,37.0,23.0,50.0,5.24,25.21,0.14,3
449,210.0,23.33,44.0,71.88,17.0,18.0,58.0,5.0,60.61,0.0,24.87,0.03,6
450,250.0,50.0,95.0,100.0,21.0,20.0,34.0,13.0,34.88,6.68,21.42,0.01,8
451,640.0,21.67,197.0,88.41,12.0,14.0,30.0,20.0,28.21,29.02,21.85,0.17,6
452,200.0,100.0,31.0,0.0,0.0,0.0,52.0,2.0,26.92,0.0,0.0,0.0,9
453,650.0,70.0,202.0,98.72,24.0,23.0,47.0,4.0,52.5,13.58,25.14,0.01,9
454,430.0,43.33,47.0,81.67,12.0,9.0,34.0,15.0,72.46,6.76,11.32,1.48,4
455,490.0,40.0,499.0,81.25,21.0,21.0,39.0,7.0,82.35,15.94,18.99,0.26,3
456,160.0,10.0,34.0,38.46,8.0,9.0,37.0,16.0,51.43,28.85,25.45,0.0,4
457,510.0,35.0,23.0,100.0,18.0,19.0,30.0,13.0,42.17,34.66,26.68,0.05,2
458,400.0,100.0,140.0,81.69,18.0,17.0,35.0,9.0,74.07,15.81,25.14,0.02,2
459,500.0,50.0,81.0,58.93,10.0,10.0,54.0,3.0,36.51,98.93,0.0,0.0,4
460,180.0,30.0,150.0,66.67,13.0,12.0,29.0,5.0,31.11,23.32,23.58,0.29,4
461,550.0,125.0,432.0,100.0,19.0,21.0,40.0,3.0,93.02,13.33,25.72,0.19,9
462,500.0,100.0,137.0,100.0,19.0,22.0,53.0,5.0,74.71,13.94,19.91,1.23,10
463,30.0,10.0,5.0,83.33,0.0,0.0,48.0,13.0,22.22,31.37,21.43,0.0,2
464,24.5630878303897,-0.33587170276999195,16.0,100.0,14.0,20.0,83.0,5.0,0.0,0.0,20.0,0.0,2
465,50.0,50.0,135.0,75.0,5.0,4.0,55.0,4.0,18.18,22.0,22.0,0.0,5
466,200.0,50.0,251.0,98.48,22.0,22.0,20.0,10.0,23.53,31.56,20.54,0.09,6
467,20.0,20.0,4.0,100.0,0.0,0.0,20.0,16.0,0.0,0.0,25.0,0.0,2
468,580.0,32.5,413.0,89.39,20.0,20.0,41.0,7.0,66.2,43.48,22.61,0.87,5
469,650.0,50.0,22.0,100.0,24.0,23.0,21.0,11.0,4.94,37.87,24.72,0.19,4
470,140.0,25.0,20.0,11.29,14.0,10.0,53.0,6.0,41.79,13.6,22.22,0.04,3
471,330.0,32.0,63.0,95.12,12.0,16.0,32.0,19.0,18.6,10.94,26.04,0.21,1
472,60.0,20.0,175.0,64.71,8.0,8.0,40.0,8.0,20.0,58.69,22.73,0.78,3
473,190.0,20.0,71.0,7.69,75.0,75.0,48.0,8.0,35.0,0.0,16.67,0.0,8
474,200.0,100.0,83.0,26.32,25.0,28.0,48.0,6.0,59.18,92.7,21.18,0.0,7
475,50.0,50.0,0.0,100.0,23.0,34.0,0.0,4.0,14.29,17.9,39.17,0.2,5
476,300.0,66.67,21.0,92.86,24.0,24.0,38.0,12.0,16.44,6.94,22.66,0.03,4
477,319.877499113883,99.39353957155942,2.0,100.0,17.0,16.0,50.0,11.0,0.0,100.0,11.11,0.0,9
478,30.0,10.0,150.0,29.41,0.0,0.0,36.0,5.0,65.0,44.8,16.67,0.01,2
479,100.0,100.0,1.0,100.0,7.0,5.0,25.0,19.0,0.0,45.55,0.0,0.0,2
480,200.0,100.0,107.0,82.05,10.0,12.0,41.0,2.0,37.5,36.21,17.72,0.17,5
481,210.0,20.0,107.0,35.48,22.0,22.0,68.0,3.0,45.95,26.76,23.47,0.0,4
482,170.0,30.0,61.0,0.0,0.0,0.0,42.0,15.0,26.19,0.0,0.0,0.0,6
483,400.0,100.0,111.0,46.88,6.0,7.0,51.0,5.0,55.56,47.65,19.44,0.11,6
484,400.0,100.0,578.0,100.0,22.0,24.0,36.0,8.0,90.8,53.89,20.38,0.12,8
485,250.0,20.0,192.0,61.54,25.0,24.0,38.0,7.0,74.55,47.0,22.43,1.27,4
486,600.0,200.0,78.0,94.67,20.0,20.0,31.0,19.0,44.05,32.72,19.31,0.39,3
487,270.0,35.0,209.0,0.0,0.0,0.0,44.0,11.0,76.19,100.0,0.0,0.0,10
488,350.0,25.0,2477.0,60.47,20.0,20.0,26.0,2.0,40.32,8.22,17.05,0.0,5
489,420.0,20.0,263.0,84.62,9.0,9.0,53.0,4.0,56.45,42.38,24.85,0.09,2
490,100.0,100.0,3.0,87.5,19.0,19.0,47.0,7.0,81.25,12.96,23.23,1.52,8
491,330.0,45.0,606.0,72.73,12.0,13.0,46.0,6.0,71.25,18.92,31.65,0.03,6
492,400.0,75.0,724.0,94.34,25.0,25.0,36.0,2.0,50.82,22.57,22.87,0.66,5
493,598.596906534466,39.0022463036207,15.0,100.0,20.0,18.0,31.0,14.0,0.0,99.7,0.0,0.0,2
494,620.0,42.5,512.0,96.51,20.0,18.0,35.0,8.0,90.8,16.47,24.6,0.34,5
495,470.0,40.0,102.0,66.13,22.0,23.0,32.0,10.0,80.0,8.18,25.09,0.05,3
496,160.0,40.0,36.0,70.0,22.0,25.0,40.0,2.0,24.0,13.14,22.22,0.0,4
497,632.181747110644,-3.1935828550919103,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.564652873990188,7
498,170.0,20.0,327.0,0.0,0.0,0.0,69.0,3.0,47.5,90.11,0.0,0.0,10
499,20.0,20.0,0.0,100.0,45.0,23.0,0.0,50.0,66.67,92.75,16.67,0.0,3
500,150.0,50.0,118.0,0.0,0.0,0.0,58.0,4.0,66.67,0.0,0.0,0.0,6
501,360.0,13.85,491.0,0.0,0.0,0.0,50.0,6.0,62.16,0.0,0.0,0.0,5
502,300.0,26.67,765.0,98.67,20.0,21.0,32.0,3.0,33.77,42.77,19.65,0.54,6
503,200.0,50.0,309.0,100.0,42.0,35.0,39.0,8.0,29.76,29.11,36.6,0.22,4
504,180.0,20.0,481.0,91.3,8.0,7.0,36.0,3.0,4.55,11.57,18.96,0.11,6
505,90.0,20.0,34.0,100.0,26.0,26.0,58.0,1.0,2.78,60.21,16.44,0.01,9
506,120.0,10.0,103.0,0.0,0.0,0.0,22.0,15.0,44.0,0.0,0.0,0.0,1
507,426.961319564935,78.46603808376629,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,14.04,0.0,7
508,400.0,100.0,73.0,100.0,12.0,14.0,40.0,6.0,32.1,56.39,24.7,0.02,4
509,200.0,50.0,75.0,84.62,6.0,7.0,35.0,16.0,58.02,17.49,23.4,0.02,2
510,200.0,100.0,39.0,27.45,9.0,10.0,53.0,6.0,89.47,34.12,22.67,0.0,9
